"","Bcells","CD4Tcells","CD8Tcells","NKTcells","NKcells","Others","Monocytes"
"PLP2",0.802559439650547,0.843434045766886,0.729215415845362,0.592820791626111,0.508549096645359,0.85312044399636,0.826910492626987
"ZFAND5",0.714783009673156,0.642991953837242,0.683962387222271,0.535089626220045,0.634870578646129,0.681023864783315,0.817281664792125
"TALDO1",0.788123641494107,0.718099737176377,0.759384414433783,0.684229521452017,0.807823892893098,0.727271849611586,0.740479062271482
"SPOCK2",0.521505735115992,0.871236327056615,0.947987876810841,0.761272736633686,0.649260901113372,0.464588604609955,0.20908025412553
"ATP2B1-AS1",0.751808580441501,0.583638224073675,0.559471289808611,0.492588318397321,0.602958092995258,0.653152970191538,0.895148415148072
"ZFP36L1",0.968633380082709,0.834269555601658,0.896958508206948,0.805719553594515,0.921997249651375,0.831004994794714,0.999364736197839
"NA",NA,NA,NA,NA,NA,NA,NA
"GZMB",0.478966290525808,0.181317156082278,0.930027656555201,0.904268038034411,0.954867184243117,1.46132046341085,0.200853763355213
"GNLY",0.944799326301391,0.649772258845489,1.7150034500414,1.55690556974468,0.800698060894078,0.56820078465933,0.453339695280639
"HOPX",0.561437993768734,0.526986748502569,0.944300113908667,0.919673449209167,1.05914560320203,0.433481784767493,0.198517208153286
"FCGR3A",0.463434727311673,0.205780579385859,0.784870972066621,0.953034169395841,0.942798020385028,0.341970280595935,0.899270692184981
"TRDC",0.395956388386576,0.506407002338475,1.01265287452754,1.08438098372808,1.05093100655742,0.297874926802737,0.19245061490192
"CCL4",0.499506026276496,0.211277458589988,0.945263440774086,0.846344821752771,1.20314224675231,0.402425135198132,0.527842486964541
"KLRF1",0.453954660182528,0.23581673849903,0.900095062560987,0.993703650639722,0.899621406827549,0.302584456766787,0.23011605228616
"SPON2",0.500664537940603,0.307655232079184,0.784616996102616,0.970978185176594,1.17058924941367,0.330608934609102,0.251317419374068
"MALAT1",0.585943798001997,0.488105851448881,0.440275072865345,0.582936793729446,0.37305455754027,0.699043082719311,0.493217034885763
"RUNX3",0.609526904554582,0.656883620361366,0.894900379117035,0.718172996784882,0.996710843218399,0.541534552081966,0.456104662494033
"LITAF",0.846973244254824,0.876095015176435,0.966302278338459,0.704258773418739,0.978372200800801,0.722593252623865,0.742917407861616
"ADGRG1",0.320062353940105,0.155665448799921,0.584373914595821,0.750858549743138,1.02575671351617,0.24349771270468,0.167908968002709
"FCRL6",0.238992705165155,0.222451704168002,0.674436195999909,0.726068058036197,0.987496017901491,0.223758548567563,0.179422358152343
"TTC38",0.335400573050126,0.206741577087701,0.567718540708649,0.721212498664459,0.996716766524431,0.241567222099528,0.297388860454304
"PTGDR",0.265590523634369,0.244710761918337,0.689495668114191,0.743552676440467,0.967419409336588,0.179170267038764,0.143401183800582
"PRSS23",0.315276049599002,0.131055118916742,0.558445702051271,0.80738711461346,1.0189029100214,0.201817018864791,0.155709901425206
"CHST12",0.568381818497632,0.559902481005429,0.849428283286604,0.712270696313792,0.980066905940416,0.526307687856112,0.370567537264148
"APMAP",0.499188555063432,0.53575834266909,0.867450541588556,0.825099249138428,1.00174612835787,0.491093080457934,0.468695987591441
"TBX21",0.368381706448391,0.268668302673769,0.717012276205077,0.759140778368658,0.99609450805625,0.238785870808059,0.187880274821923
"TPST2",0.539054524950521,0.509908848050728,0.854335873214698,0.748846158036541,0.998144256947355,0.47351870023416,0.616548246460739
"MYOM2",0.413468391620675,0.488953170867853,0.564605853921091,1.11516724696237,1.32938370913225,0.228805075311891,0.226648436064089
"CLIC3",0.314364166769096,0.287932007525569,0.767408537021669,0.819683690235572,1.17272097989749,1.01175496146802,0.174779601855325
"SAMD3",0.294964931492251,0.584356342959564,0.848474454463913,0.745836549347554,0.976058138078169,0.223867090467977,0.193413572779961
"PTPN7",0.522258890605314,0.641097500171993,0.79256482281169,0.740673625206845,0.90324478372656,0.513833560427076,0.339078969350061
